Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710162457	1710162515	0.33185253314466817	-567521207.5061224	0.9798273961837077	3.660272145683562e-49	0.006362932469963431
1710162665	1710162723	0.1834307422559907	-313695874.7422783	0.9350636967258787	6.16055643812954e-35	0.006459535547142163
1710162875	1710162933	0.17759223599618582	-303711118.02198404	0.9516570126523564	1.576249956668025e-38	0.005348801459191131
1710163118	1710163178	0.19094709641567129	-326550149.8844103	0.9662248847169439	2.263970616636908e-44	0.004687684485021403
1710163324	1710163387	0.17353830645161325	-296778313.9561345	0.9530982334016708	3.082183812277278e-42	0.0049289703497276
1710163538	1710163597	0.17268673290473396	-295322022.0871565	0.9308250080281173	9.455148808624444e-35	0.006235367895671175
1710163779	1710163841	0.31741998438719726	-542839621.6545075	0.9716536605644931	3.908450290491909e-48	0.006999248080004275
1710163990	1710164052	0.17258668882677364	-295151008.3370034	0.9438857391725644	3.128795400368438e-39	0.005432610671797456
1710164206	1710164262	0.21326510594668519	-364717817.56416273	0.9656157906029326	3.332337039669315e-41	0.005476464348722715
1710164445	1710164507	0.19337319634358224	-330699431.61024535	0.9554040597361473	3.15860119720875e-42	0.005393550781458714
1710164654	1710164715	0.27148826017979893	-464289090.9384727	0.9834218755376697	3.1223258043020734e-54	0.004589050259592864
1710164867	1710164928	0.22948302485457425	-392453272.7303271	0.9662370290300504	4.082093717986301e-45	0.005584741157363858
