Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710656683	1710656749	1.0356328149462461	-1771610053.2234497	0.9979413634893389	1.0768050002214308e-87	0.005879672541385391
1710656888	1710656959	4.6454030851777315	-7946688564.690761	0.9973248725690979	1.6783853713224248e-90	0.028963615329272527
1710657101	1710657175	3.58909811181044	-6139713988.062654	0.9919163600674222	4.4394700924716624e-77	0.0381843177926602
1710657347	1710657417	3.751171551045401	-6416966964.916762	0.9882732633235389	2.180724329860362e-67	0.04955215348447369
1710657546	1710657623	2.136792418108208	-3655317929.8647904	0.9900080627659626	8.952600389345393e-77	0.024787754441739886
1710657766	1710657839	1.391015056152042	-2379548570.3536296	0.9945267702872282	4.826043753777889e-82	0.012246620370795049
1710657999	1710658085	1.8933930845794626	-3238945892.2863474	0.9989201344218357	2.1890938017541283e-126	0.006792358642514787
1710658218	1710658287	1.4812846181951038	-2533969566.015109	0.9954588876385786	3.185496623156166e-80	0.01222279622735636
1710658433	1710658503	2.908381943836936	-4975245932.641479	0.9955483762773575	1.0830719411953646e-81	0.0235844103840594
1710658672	1710658745	5.150500740466494	-8810746549.402607	0.9963211084068015	3.618372433154826e-88	0.03714318223536586
1710658876	1710658955	1.9310433300876337	-3303354283.3922806	0.9960700478702537	2.197999484746967e-94	0.01382277841016891
1710659099	1710659163	1.7028571428571422	-2913005932.563838	0.9944724287154008	1.0561459421600186e-71	0.016123271723177308
