Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710142035	1710142094	0.3159242548217412	-540274848.8368026	0.978454401143555	3.3680996342220475e-49	0.006209469972530514
1710142234	1710142299	0.3393548951048951	-580344641.308893	0.9898373283070236	1.6728026236109264e-64	0.004332173859675631
1710142454	1710142516	0.3164391226612273	-541155478.2542908	0.9791053150566296	4.1358588326226934e-52	0.00596784803892644
1710142694	1710142757	0.31466829877112135	-538127183.8026389	0.9811706478726854	2.4772501593995952e-54	0.0055812758726861925
1710142905	1710142966	0.28846049709148597	-493308169.4049043	0.9820467559490783	3.278644567318362e-53	0.005077684660478403
1710143109	1710143177	0.3012526052601439	-515184568.25055635	0.9813728690648756	8.115249163869609e-59	0.00510875179893118
1710143357	1710143420	0.2917992031490018	-499017968.53423584	0.953680309470728	2.1052904556537124e-42	0.008233805440539938
1710143563	1710143630	0.30539604118445207	-522270576.08170116	0.980731572985655	1.800587662281697e-57	0.005309514087404059
1710143782	1710143843	0.28928106821787436	-494711722.7346297	0.9829145603511618	7.599132893356788e-54	0.004965342398179835
1710144019	1710144085	0.2945577079636782	-503735587.01148266	0.9856788031394383	9.806826349988065e-61	0.004438153854165825
1710144234	1710144295	0.2897652564780541	-495539882.1111052	0.9764739677689872	9.557812270322484e-50	0.005855504438287897
1710144438	1710144508	0.3221771498556553	-550968953.6769246	0.989324688846813	8.939044173381372e-69	0.0040584586587357405
