Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1709905584	1709905642	0.37655756867328993	-643875703.7550195	0.995760447284279	3.906241947184178e-68	0.0032833709527402078
1709905777	1709905851	0.3806837467604595	-650931157.0872931	0.9985504658334241	5.974434423684741e-104	0.001709335474379572
1709906004	1709906064	0.3673392609058072	-628113419.3052704	0.9945065903489947	2.984887662129992e-67	0.0035848460636599645
1709906242	1709906307	0.34506905594405635	-590033540.3899989	0.9946838139096134	2.2807293229512935e-73	0.003178288400628732
1709906439	1709906514	0.29423470839260457	-503111629.13701946	0.9959770885189304	3.430604899768278e-89	0.0021886586639710054
1709906666	1709906727	0.31648281332628014	-541153871.9135573	0.9960222059617844	1.6030925758344724e-72	0.002603818812759312
1709906905	1709906968	0.34179099462365475	-584428578.4255165	0.995726595005647	5.5847574737878756e-74	0.002866900837913443
1709907111	1709907179	0.3414684887582547	-583877190.1481812	0.9976173455826703	2.716693943689502e-88	0.002054126555424131
1709907333	1709907391	0.306248423513489	-523654217.0740018	0.9974141694016163	3.795352558738469e-74	0.0020837332248634277
1709907572	1709907634	0.3827692578882425	-654497839.8552599	0.9971384498860335	5.125046499586274e-78	0.002647185476480681
1709907776	1709907843	0.36446005267778714	-623190866.1203592	0.9975101845908545	2.3429910341228882e-86	0.0022584899441589813
1709907996	1709908055	0.3741624780829922	-639781196.5847746	0.9976090797439856	2.049770315632523e-76	0.002426191933674248
