Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710656683	1710656749	0.399286295793759	-683041272.297289	0.9856376232067187	1.0750813480924902e-60	0.006024887464665351
1710656888	1710656959	0.3396431924882628	-581012476.0657979	0.9659816206182517	2.149623251789464e-52	0.007673098043493694
1710657101	1710657175	0.354475749722325	-606385971.066767	0.9572635509727409	4.8947680919352743e-51	0.008826809158366805
1710657347	1710657417	0.31423222815151813	-537543184.6943152	0.9464774002677455	5.833759345219278e-45	0.009061701339732834
1710657546	1710657623	0.31230590462169416	-534247972.21270514	0.964378705924988	4.56818208983317e-56	0.006930755907888786
1710657766	1710657839	0.3071744107120818	-525469809.04658055	0.9618484939926311	4.233090849071543e-52	0.007260363550895048
1710657999	1710658085	0.4034178593329875	-690109506.8884816	0.9847078934409377	4.891060822741414e-78	0.0054852373647056325
1710658218	1710658287	0.3210423090975521	-549193182.9776883	0.9641987643370654	3.552622650911229e-50	0.007557716413420885
1710658433	1710658503	0.32208025544571794	-550968822.4461375	0.9671796218624257	3.467423352614861e-52	0.007194951439082083
1710658672	1710658745	0.29061600641737645	-497144311.5159182	0.9668605559302443	2.845452834353398e-54	0.0063852961391893896
1710658876	1710658955	0.41619853943524837	-711973244.3938994	0.9838179059624654	1.019937822354136e-70	0.00608296318702666
1710659099	1710659163	0.3250431547619048	-556037548.4719301	0.9586414621015927	1.3378062115593893e-44	0.008574319532348813
