Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710323620	1710323680	0.37229749930536277	-636748694.0164884	0.9698008182895425	8.80334847684702e-46	0.008626456503641569
1710323822	1710323890	0.25486735122342274	-435905182.01634055	0.9579128710306049	3.949179302013809e-47	0.006575880065591793
1710324043	1710324107	0.273748466117216	-468198071.8742689	0.9512203366949961	2.2382468044334873e-42	0.00787289909866148
1710324282	1710324344	0.2003808768351338	-342715769.4967297	0.9177041215872737	3.093286805790851e-34	0.007746728740463306
1710324491	1710324550	0.24306317942723527	-415716388.76598376	0.9558928778740019	2.5121923236419725e-40	0.00691562594246047
1710324705	1710324766	0.24530042305658356	-419542865.43963915	0.9540777631437294	3.5827747103756954e-41	0.0070063515011167974
1710324945	1710325007	0.3605081967213113	-616585647.9236517	0.9765950314344153	1.245293871029289e-50	0.007205038307927583
1710325149	1710325219	0.2148949173300674	-367539666.20657915	0.9390071047334481	4.975616939104177e-43	0.006641663570944317
1710325370	1710325431	0.23278551031200415	-398138446.33202523	0.9387078571225069	1.804624154851155e-37	0.0077440315662127565
1710325612	1710325673	0.21116203067160222	-361155314.84041536	0.8849148716590947	2.189618923769903e-29	0.009913994651380053
1710325821	1710325882	0.33431269169751404	-571783117.7409136	0.9690161409880634	3.234286795245132e-46	0.0077826787954926625
1710326034	1710326096	0.2297948679207272	-393023642.9533482	0.9243043035321993	2.5102172455877317e-35	0.008489709055197879
