Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710142035	1710142094	1.014772647574518	-1735403144.7095935	0.9939189830549792	7.3569787427179085e-65	0.010513418173440073
1710142234	1710142299	1.3103505244755238	-2240883562.9817834	0.9996778736873834	1.0079514519231032e-111	0.002963468210510374
1710142454	1710142516	1.0514822089597335	-1798182154.6732695	0.9955025364246969	3.9905409798547214e-72	0.009124077080430145
1710142694	1710142757	1.1715480990783416	-2003512213.3838654	0.9980390096051899	2.681697287291175e-84	0.006649043605390544
1710142905	1710142966	0.9499344262295084	-1624521413.2647543	0.9986644354678761	1.6675101174866346e-86	0.004522621758836766
1710143109	1710143177	0.9976724434095506	-1706160455.7411506	0.9985676364525737	1.3822378408525602e-95	0.004651080923289721
1710143357	1710143420	0.9117977150537633	-1559302600.3419077	0.9790546778379441	6.384095293611979e-53	0.017075507924440847
1710143563	1710143630	0.9919510735094582	-1696376538.0111074	0.9966295791550088	4.408172433496741e-82	0.007154985421771334
1710143782	1710143843	1.0137435219460602	-1733644976.0673707	0.9983011039843922	2.0181412402841543e-83	0.005444458720627837
1710144019	1710144085	0.8594827262289971	-1469837054.2875226	0.9995140145161328	9.315400923921501e-108	0.002368996234615637
1710144234	1710144295	0.9511618191433117	-1626621704.0345597	0.9985263116464347	3.040537498712686e-85	0.0047572006774721275
1710144438	1710144508	1.1485906744816734	-1964253767.8301663	0.9996649984099885	6.850987775667636e-120	0.002549805306116368
